start_x	start_y	duration
579	535	216.0
332	445	325.0
266	410	93.5
365	494	92.5
500	525	304.0
452	448	436.5
279	576	308.5
300	602	208.0
428	336	266.5
457	620	141.5
350	577	224.0
407	425	217.0
734	482	267.0
776	262	192.0
725	499	254.5
608	539	324.5
562	398	118.0
536	464	97.0
521	621	83.5
386	541	850.5
312	583	291.0
288	421	1126.0
231	541	504.5
